light	time_min	strain	activity	error_level	rep
acclimation	9	disease	1917.4326306070857	moderate	5
acclimation	10	WT	3425.6919448671497	moderate	5
acclimation	10	disease	925.6919448671499	moderate	5
acclimation	11	WT	3220.3330890903476	moderate	5
acclimation	11	disease	720.3330890903476	moderate	5
acclimation	12	WT	4768.034674435607	moderate	5
acclimation	12	disease	2268.0346744356066	moderate	5
acclimation	13	WT	3023.0141055989716	moderate	5
acclimation	13	disease	523.0141055989718	moderate	5
acclimation	14	WT	3871.3026407058346	moderate	5
acclimation	14	disease	1371.3026407058344	moderate	5
acclimation	15	WT	4593.154223502743	moderate	5
acclimation	15	disease	2093.1542235027423	moderate	5
acclimation	16	WT	4927.4964961822725	moderate	5
acclimation	16	disease	2427.4964961822725	moderate	5
acclimation	17	WT	3885.0643583905794	moderate	5
acclimation	17	disease	1385.0643583905792	moderate	5
acclimation	18	WT	4324.063792281396	moderate	5
acclimation	18	disease	1824.0637922813958	moderate	5
acclimation	19	WT	4491.247810628355	moderate	5
acclimation	19	disease	1991.2478106283552	moderate	5
dark	20	WT	7259.588851054945	moderate	5
dark	20	disease	4759.588851054945	moderate	5
dark	21	WT	5912.208807376664	moderate	5
dark	21	disease	3412.208807376664	moderate	5
dark	22	WT	5572.285152571067	moderate	5
dark	22	disease	3072.2851525710666	moderate	5
dark	23	WT	4657.364721585017	moderate	5
dark	23	disease	2157.364721585017	moderate	5
dark	24	WT	5813.489477016525	moderate	5
dark	24	disease	3313.4894770165242	moderate	5
dark	25	WT	4855.995560834984	moderate	5
dark	25	disease	2355.9955608349837	moderate	5
dark	26	WT	4559.406864741968	moderate	5
dark	26	disease	2059.4068647419685	moderate	5
dark	27	WT	4709.7754873415315	moderate	5
dark	27	disease	2209.7754873415315	moderate	5
dark	28	WT	2970.8749856649274	moderate	5
dark	28	disease	470.8749856649272	moderate	5
dark	29	WT	3430.1485178163202	moderate	5
dark	29	disease	930.14851781632	moderate	5
light	30	WT	0	moderate	5
light	30	disease	0	moderate	5
light	31	WT	0	moderate	5
light	31	disease	0	moderate	5
light	32	WT	0	moderate	5
light	32	disease	0	moderate	5
light	33	WT	0	moderate	5
light	33	disease	0	moderate	5
light	34	WT	0	moderate	5
light	34	disease	0	moderate	5
light	35	WT	0	moderate	5
light	35	disease	0	moderate	5
light	36	WT	0	moderate	5
light	36	disease	0	moderate	5
light	37	WT	0	moderate	5
light	37	disease	0	moderate	5
light	38	WT	0	moderate	5
light	38	disease	0	moderate	5
light	39	WT	0	moderate	5
light	39	disease	0	moderate	5
dark	40	WT	6982.845720913575	moderate	5
dark	40	disease	4482.845720913575	moderate	5
dark	41	WT	5982.9460349538285	moderate	5
dark	41	disease	3482.9460349538285	moderate	5
dark	42	WT	5250.099953579991	moderate	5
dark	42	disease	2750.0999535799915	moderate	5
dark	43	WT	5299.13368052694	moderate	5
dark	43	disease	2799.13368052694	moderate	5
dark	44	WT	5896.86759861923	moderate	5
dark	44	disease	3396.86759861923	moderate	5
dark	45	WT	5354.203067655052	moderate	5
dark	45	disease	2854.2030676550517	moderate	5
dark	46	WT	4861.634995986075	moderate	5
dark	46	disease	2361.634995986076	moderate	5
dark	47	WT	3688.9839219638734	moderate	5
dark	47	disease	1188.9839219638734	moderate	5
dark	48	WT	1326.9405480111607	moderate	5
dark	48	disease	-1173.0594519888393	moderate	5
dark	49	WT	2758.862231894981	moderate	5
dark	49	disease	258.86223189498116	moderate	5
light	50	WT	0	moderate	5
light	50	disease	0	moderate	5
light	51	WT	0	moderate	5
light	51	disease	0	moderate	5
light	52	WT	0	moderate	5
light	52	disease	0	moderate	5
light	53	WT	0	moderate	5
light	53	disease	0	moderate	5
light	54	WT	0	moderate	5
light	54	disease	0	moderate	5
light	55	WT	0	moderate	5
light	55	disease	0	moderate	5
light	56	WT	0	moderate	5
light	56	disease	0	moderate	5
light	57	WT	0	moderate	5
light	57	disease	0	moderate	5
light	58	WT	0	moderate	5
light	58	disease	0	moderate	5
light	59	WT	0	moderate	5
light	59	disease	0	moderate	5
dark	60	WT	6913.430679651583	moderate	5
dark	60	disease	4413.430679651583	moderate	5
dark	61	WT	6318.864585372862	moderate	5
dark	61	disease	3818.864585372862	moderate	5
dark	62	WT	4536.125489798821	moderate	5
dark	62	disease	2036.125489798821	moderate	5
dark	63	WT	5966.820677580326	moderate	5
dark	63	disease	3466.820677580326	moderate	5
dark	64	WT	5530.246106730764	moderate	5
dark	64	disease	3030.2461067307636	moderate	5
dark	65	WT	3873.8320133380444	moderate	5
dark	65	disease	1373.8320133380444	moderate	5
dark	66	WT	2831.107711847701	moderate	5
dark	66	disease	331.1077118477011	moderate	5
dark	67	WT	2773.7567887310274	moderate	5
dark	67	disease	273.7567887310274	moderate	5
dark	68	WT	2046.193406381812	moderate	5
dark	68	disease	-453.80659361818783	moderate	5
dark	69	WT	2933.9070129686884	moderate	5
dark	69	disease	433.90701296868815	moderate	5
light	70	WT	0	moderate	5
light	70	disease	0	moderate	5
light	71	WT	0	moderate	5
light	71	disease	0	moderate	5
light	72	WT	0	moderate	5
light	72	disease	0	moderate	5
light	73	WT	0	moderate	5
light	73	disease	0	moderate	5
light	74	WT	0	moderate	5
light	74	disease	0	moderate	5
light	75	WT	0	moderate	5
light	75	disease	0	moderate	5
light	76	WT	0	moderate	5
light	76	disease	0	moderate	5
light	77	WT	0	moderate	5
light	77	disease	0	moderate	5
light	78	WT	0	moderate	5
light	78	disease	0	moderate	5
light	79	WT	0	moderate	5
light	79	disease	0	moderate	5
dark	80	WT	6001.348953413711	moderate	5
dark	80	disease	3501.348953413711	moderate	5
dark	81	WT	4948.124930270132	moderate	5
dark	81	disease	2448.1249302701317	moderate	5
dark	82	WT	5611.105116156387	moderate	5
dark	82	disease	3111.105116156388	moderate	5
dark	83	WT	4530.5926311327685	moderate	5
dark	83	disease	2030.5926311327685	moderate	5
dark	84	WT	5301.608321788854	moderate	5
dark	84	disease	2801.6083217888536	moderate	5
dark	85	WT	3367.9826957375876	moderate	5
dark	85	disease	867.9826957375877	moderate	5
dark	86	WT	2687.4548283850054	moderate	5
dark	86	disease	187.45482838500527	moderate	5
dark	87	WT	3009.2847052626985	moderate	5
dark	87	disease	509.28470526269837	moderate	5
dark	88	WT	3763.6885984614773	moderate	5
dark	88	disease	1263.6885984614771	moderate	5
dark	89	WT	802.0199098974022	moderate	5
dark	89	disease	-1697.9800901025978	moderate	5
acclimation	0	WT	3907.585089391563	high	5
acclimation	0	disease	1407.585089391563	high	5
acclimation	1	WT	5413.953668922131	high	5
acclimation	1	disease	2913.9536689221313	high	5
acclimation	2	WT	3515.397643581678	high	5
acclimation	2	disease	1015.397643581678	high	5
acclimation	3	WT	4818.952846063005	high	5
acclimation	3	disease	2318.952846063006	high	5
acclimation	4	WT	4181.136503629471	high	5
acclimation	4	disease	1681.1365036294712	high	5
acclimation	5	WT	3892.16483132652	high	5
acclimation	5	disease	1392.16483132652	high	5
acclimation	6	WT	4586.13714766967	high	5
acclimation	6	disease	2086.137147669671	high	5
acclimation	7	WT	3745.2656867879714	high	5
acclimation	7	disease	1245.2656867879714	high	5
acclimation	8	WT	3717.553145429136	high	5
acclimation	8	disease	1217.5531454291358	high	5
acclimation	9	WT	5920.8488386126965	high	5
acclimation	9	disease	3420.8488386126965	high	5
acclimation	10	WT	4361.756926201428	high	5
acclimation	10	disease	1861.7569262014279	high	5
acclimation	11	WT	3074.0204482422077	high	5
acclimation	11	disease	574.0204482422077	high	5
acclimation	12	WT	5490.203419831989	high	5
acclimation	12	disease	2990.203419831989	high	5
acclimation	13	WT	4097.683809810698	high	5
acclimation	13	disease	1597.683809810698	high	5
acclimation	14	WT	4616.0088018843435	high	5
acclimation	14	disease	2116.0088018843435	high	5
acclimation	15	WT	5220.0948204638935	high	5
acclimation	15	disease	2720.094820463893	high	5
acclimation	16	WT	4744.69209951439	high	5
acclimation	16	disease	2244.69209951439	high	5
acclimation	17	WT	3906.6329055249844	high	5
acclimation	17	disease	1406.6329055249846	high	5
acclimation	18	WT	4039.1070618410563	high	5
acclimation	18	disease	1539.107061841056	high	5
acclimation	19	WT	4366.63236746699	high	5
acclimation	19	disease	1866.6323674669907	high	5
dark	20	WT	5869.2115938335455	high	5
dark	20	disease	3369.211593833545	high	5
dark	21	WT	4517.561814489139	high	5
dark	21	disease	2017.5618144891384	high	5
dark	22	WT	4910.371766234063	high	5
dark	22	disease	2410.371766234063	high	5
dark	23	WT	4031.5851912181797	high	5
dark	23	disease	1531.5851912181797	high	5
dark	24	WT	4854.107103807096	high	5
dark	24	disease	2354.1071038070954	high	5
dark	25	WT	6490.192740522613	high	5
dark	25	disease	3990.1927405226133	high	5
dark	26	WT	5194.935253193929	high	5
dark	26	disease	2694.9352531939294	high	5
dark	27	WT	4150.905295799044	high	5
dark	27	disease	1650.9052957990448	high	5
dark	28	WT	4291.542173761275	high	5
dark	28	disease	1791.542173761275	high	5
dark	29	WT	2085.3928608799415	high	5
dark	29	disease	-414.6071391200585	high	5
light	30	WT	0	high	5
light	30	disease	0	high	5
light	31	WT	0	high	5
light	31	disease	0	high	5
light	32	WT	0	high	5
light	32	disease	0	high	5
light	33	WT	0	high	5
light	33	disease	0	high	5
light	34	WT	0	high	5
light	34	disease	0	high	5
light	35	WT	0	high	5
light	35	disease	0	high	5
light	36	WT	0	high	5
light	36	disease	0	high	5
light	37	WT	0	high	5
light	37	disease	0	high	5
light	38	WT	0	high	5
light	38	disease	0	high	5
light	39	WT	0	high	5
light	39	disease	0	high	5
dark	40	WT	6196.387880646148	high	5
dark	40	disease	3696.387880646148	high	5
dark	41	WT	7773.227176770939	high	5
dark	41	disease	5273.227176770939	high	5
dark	42	WT	4690.241828073792	high	5
dark	42	disease	2190.241828073792	high	5
dark	43	WT	5632.946980684286	high	5
dark	43	disease	3132.9469806842862	high	5
dark	44	WT	4685.046188789257	high	5
dark	44	disease	2185.046188789257	high	5
dark	45	WT	5163.53136253127	high	5
dark	45	disease	2663.5313625312706	high	5
dark	46	WT	3387.9483329909544	high	5
dark	46	disease	887.9483329909542	high	5
dark	47	WT	3915.2543930128677	high	5
dark	47	disease	1415.2543930128677	high	5
dark	48	WT	2295.124244160301	high	5
dark	48	disease	-204.87575583969914	high	5
dark	49	WT	3109.0059590554238	high	5
dark	49	disease	609.005959055424	high	5
light	50	WT	0	high	5
light	50	disease	0	high	5
light	51	WT	0	high	5
light	51	disease	0	high	5
light	52	WT	0	high	5
light	52	disease	0	high	5
light	53	WT	0	high	5
light	53	disease	0	high	5
light	54	WT	0	high	5
light	54	disease	0	high	5
light	55	WT	0	high	5
light	55	disease	0	high	5
light	56	WT	0	high	5
light	56	disease	0	high	5
light	57	WT	0	high	5
light	57	disease	0	high	5
light	58	WT	0	high	5
light	58	disease	0	high	5
light	59	WT	0	high	5
light	59	disease	0	high	5
dark	60	WT	5610.19563535155	high	5
dark	60	disease	3110.1956353515498	high	5
dark	61	WT	6182.263196778195	high	5
dark	61	disease	3682.2631967781954	high	5
dark	62	WT	6664.269526519477	high	5
dark	62	disease	4164.269526519477	high	5
dark	63	WT	5444.598288048901	high	5
dark	63	disease	2944.5982880489005	high	5
dark	64	WT	5326.48144890255	high	5
dark	64	disease	2826.4814489025503	high	5
dark	65	WT	5224.81441014292	high	5
dark	65	disease	2724.8144101429198	high	5
dark	66	WT	3011.5524987622975	high	5
dark	66	disease	511.55249876229743	high	5
dark	67	WT	3265.160897330853	high	5
dark	67	disease	765.1608973308529	high	5
dark	68	WT	2214.8446040939925	high	5
dark	68	disease	-285.15539590600724	high	5
dark	69	WT	2714.2497180922583	high	5
dark	69	disease	214.24971809225818	high	5
light	70	WT	0	high	5
light	70	disease	0	high	5
light	71	WT	0	high	5
light	71	disease	0	high	5
light	72	WT	0	high	5
light	72	disease	0	high	5
light	73	WT	0	high	5
light	73	disease	0	high	5
light	74	WT	0	high	5
light	74	disease	0	high	5
light	75	WT	0	high	5
light	75	disease	0	high	5
light	76	WT	0	high	5
light	76	disease	0	high	5
light	77	WT	0	high	5
light	77	disease	0	high	5
light	78	WT	0	high	5
light	78	disease	0	high	5
light	79	WT	0	high	5
light	79	disease	0	high	5
dark	80	WT	6141.841199279279	high	5
dark	80	disease	3641.8411992792794	high	5
dark	81	WT	5886.2615894215805	high	5
dark	81	disease	3386.2615894215805	high	5
dark	82	WT	6010.2652036068375	high	5
dark	82	disease	3510.2652036068375	high	5
dark	83	WT	3904.4459833051533	high	5
dark	83	disease	1404.4459833051533	high	5
dark	84	WT	3761.864511771497	high	5
dark	84	disease	1261.864511771497	high	5
dark	85	WT	3408.274726566464	high	5
dark	85	disease	908.2747265664639	high	5
dark	86	WT	2619.5355622409443	high	5
dark	86	disease	119.53556224094419	high	5
dark	87	WT	2534.1741369872607	high	5
dark	87	disease	34.1741369872606	high	5
dark	88	WT	2920.4298503631812	high	5
dark	88	disease	420.42985036318123	high	5
dark	89	WT	1609.247356172185	high	5
dark	89	disease	-890.7526438278152	high	5
acclimation	0	WT	4691.67954014866	low	6
acclimation	0	disease	2191.6795401486597	low	6
acclimation	1	WT	4497.246493296009	low	6
acclimation	1	disease	1997.2464932960097	low	6
acclimation	2	WT	3501.6060925495553	low	6
acclimation	2	disease	1001.6060925495553	low	6
acclimation	3	WT	4652.2700993061135	low	6
acclimation	3	disease	2152.2700993061135	low	6
acclimation	4	WT	4522.946221652225	low	6
acclimation	4	disease	2022.946221652225	low	6
acclimation	5	WT	4076.815587907558	low	6
acclimation	5	disease	1576.815587907558	low	6
acclimation	6	WT	4692.980996851164	low	6
acclimation	6	disease	2192.980996851164	low	6
acclimation	7	WT	3160.4328239449424	low	6
acclimation	7	disease	660.4328239449426	low	6
acclimation	8	WT	4377.672229606966	low	6
acclimation	8	disease	1877.6722296069659	low	6
acclimation	9	WT	4612.808641228738	low	6
acclimation	9	disease	2112.808641228738	low	6
acclimation	10	WT	4022.443955535142	low	6
acclimation	10	disease	1522.443955535142	low	6
acclimation	11	WT	4717.76305691675	low	6
acclimation	11	disease	2217.763056916751	low	6
acclimation	12	WT	4607.766339311943	low	6
acclimation	12	disease	2107.7663393119433	low	6
acclimation	13	WT	3450.003039621237	low	6
acclimation	13	disease	950.0030396212368	low	6
acclimation	14	WT	4024.9402489106524	low	6
acclimation	14	disease	1524.9402489106524	low	6
acclimation	15	WT	4880.850907080715	low	6
acclimation	15	disease	2380.850907080715	low	6
acclimation	16	WT	5037.299769211271	low	6
acclimation	16	disease	2537.2997692112713	low	6
acclimation	17	WT	3269.065494567156	low	6
acclimation	17	disease	769.0654945671558	low	6
acclimation	18	WT	4067.1907347416404	low	6
acclimation	18	disease	1567.1907347416402	low	6
acclimation	19	WT	4408.090677038212	low	6
acclimation	19	disease	1908.0906770382117	low	6
dark	20	WT	7244.859960739749	low	6
dark	20	disease	4744.859960739749	low	6
dark	21	WT	5462.569697226876	low	6
dark	21	disease	2962.5696972268765	low	6
dark	22	WT	5465.870904451725	low	6
dark	22	disease	2965.8709044517254	low	6
dark	23	WT	4508.724989093473	low	6
dark	23	disease	2008.7249890934725	low	6
dark	24	WT	4993.668242438357	low	6
dark	24	disease	2493.668242438357	low	6
dark	25	WT	5220.696534362215	low	6
dark	25	disease	2720.6965343622146	low	6
dark	26	WT	4977.8890668880495	low	6
dark	26	disease	2477.8890668880495	low	6
dark	27	WT	4747.733713416212	low	6
dark	27	disease	2247.7337134162117	low	6
dark	28	WT	2910.534530007596	low	6
dark	28	disease	410.534530007596	low	6
dark	29	WT	2111.009951714264	low	6
dark	29	disease	-388.99004828573595	low	6
light	30	WT	0	low	6
light	30	disease	0	low	6
light	31	WT	0	low	6
light	31	disease	0	low	6
light	32	WT	0	low	6
light	32	disease	0	low	6
light	33	WT	0	low	6
light	33	disease	0	low	6
light	34	WT	0	low	6
light	34	disease	0	low	6
light	35	WT	0	low	6
light	35	disease	0	low	6
light	36	WT	0	low	6
light	36	disease	0	low	6
light	37	WT	0	low	6
light	37	disease	0	low	6
light	38	WT	0	low	6
light	38	disease	0	low	6
light	39	WT	0	low	6
light	39	disease	0	low	6
dark	40	WT	7118.597420502457	low	6
dark	40	disease	4618.597420502457	low	6
dark	41	WT	6062.5589425087755	low	6
dark	41	disease	3562.558942508775	low	6
dark	42	WT	5169.74471836852	low	6
dark	42	disease	2669.74471836852	low	6
dark	43	WT	5448.431327885131	low	6
dark	43	disease	2948.431327885132	low	6
dark	44	WT	5696.445563032414	low	6
dark	44	disease	3196.4455630324137	low	6
dark	45	WT	5254.170222070125	low	6
dark	45	disease	2754.1702220701254	low	6
dark	46	WT	4498.096416068241	low	6
dark	46	disease	1998.0964160682408	low	6
dark	47	WT	3495.529026892873	low	6
dark	47	disease	995.5290268928729	low	6
dark	48	WT	2531.956952602365	low	6
dark	48	disease	31.95695260236502	low	6
dark	49	WT	2259.9290710295936	low	6
dark	49	disease	-240.07092897040658	low	6
light	50	WT	0	low	6
light	50	disease	0	low	6
light	51	WT	0	low	6
light	51	disease	0	low	6
light	52	WT	0	low	6
light	52	disease	0	low	6
light	53	WT	0	low	6
light	53	disease	0	low	6
light	54	WT	0	low	6
light	54	disease	0	low	6
light	55	WT	0	low	6
light	55	disease	0	low	6
light	56	WT	0	low	6
light	56	disease	0	low	6
light	57	WT	0	low	6
light	57	disease	0	low	6
light	58	WT	0	low	6
light	58	disease	0	low	6
light	59	WT	0	low	6
light	59	disease	0	low	6
dark	60	WT	6359.236111488701	low	6
dark	60	disease	3859.2361114887012	low	6
dark	61	WT	5744.442263190302	low	6
dark	61	disease	3244.442263190301	low	6
dark	62	WT	5192.019527801137	low	6
dark	62	disease	2692.0195278011365	low	6
dark	63	WT	5489.0654598636975	low	6
dark	63	disease	2989.0654598636975	low	6
dark	64	WT	5170.453707749158	low	6
dark	64	disease	2670.4537077491577	low	6
dark	65	WT	4622.302650518728	low	6
dark	65	disease	2122.3026505187277	low	6
dark	66	WT	3581.5194713591914	low	6
dark	66	disease	1081.5194713591914	low	6
dark	67	WT	2653.117227989594	low	6
dark	67	disease	153.11722798959417	low	6
dark	68	WT	2131.7559286905903	low	6
dark	68	disease	-368.2440713094097	low	6
dark	69	WT	2901.962051642843	low	6
dark	69	disease	401.9620516428433	low	6
light	70	WT	0	low	6
light	70	disease	0	low	6
light	71	WT	0	low	6
light	71	disease	0	low	6
light	72	WT	0	low	6
light	72	disease	0	low	6
light	73	WT	0	low	6
light	73	disease	0	low	6
light	74	WT	0	low	6
light	74	disease	0	low	6
light	75	WT	0	low	6
light	75	disease	0	low	6
light	76	WT	0	low	6
light	76	disease	0	low	6
light	77	WT	0	low	6
light	77	disease	0	low	6
light	78	WT	0	low	6
light	78	disease	0	low	6
light	79	WT	0	low	6
light	79	disease	0	low	6
dark	80	WT	6255.458843271401	low	6
dark	80	disease	3755.4588432714013	low	6
dark	81	WT	5316.603140993574	low	6
dark	81	disease	2816.6031409935745	low	6
dark	82	WT	5547.53336515675	low	6
dark	82	disease	3047.53336515675	low	6
dark	83	WT	4778.116512280054	low	6
dark	83	disease	2278.1165122800544	low	6
dark	84	WT	4870.851716582895	low	6
dark	84	disease	2370.851716582895	low	6
dark	85	WT	3946.6497882329263	low	6
dark	85	disease	1446.6497882329263	low	6
dark	86	WT	2833.712457105518	low	6
dark	86	disease	333.71245710551807	low	6
dark	87	WT	2908.3080915873543	low	6
dark	87	disease	408.3080915873541	low	6
dark	88	WT	3049.2301350160446	low	6
dark	88	disease	549.2301350160449	low	6
dark	89	WT	1230.6794653423267	low	6
